0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-97.61524243719263,-99.02530922154159,-100.6994094541864,-102.45044300407885,-102.02091440024248,-102.16690419260864,-102.78616526610168,-102.99534980012344,-103.02020329379638,-102.51990265173615,-102.79732858224152,-102.90184496491602,-102.97595447984817,-103.61031526854234,-103.42890398472721,-103.2772007503639,-103.52173028009769,-103.88317746687592,-103.50669994801503,-103.9234898189393,-104.49736978892668,-104.10336104740416,-104.10609694037272,-104.22231990479771,-104.78170434257957,-105.05234527484235,-104.59260542481768,-104.90785880786763,-104.93079188722237,-105.41364558148017,-105.32152362178705,-105.3116616127571,-106.02780737544916,-105.8246914691203,-106.30871309773121,-105.75413336691501,-105.94892307527198,-106.11835917692656,-106.38868347416357,-106.20141964567819,-106.3251395725006,-106.38393390711096,-107.26226323068413,-106.98119466040524,-107.43328351921528,-106.94087222432643,-107.28236547754116,-107.59187438026063,-107.95220254638436,-108.45552676257206,-107.58454587876881,-108.37050524799145,-108.08245970395402,-108.72426339536483,-108.7257512756578,-109.31526702782722,-110.08871657931718,-109.24797199183092,-109.61976937439573,-109.31594358588863,-110.03093663121533,-110.48984921765721,-110.85559321233822,-110.26902651958049,-110.81711135683116,-111.4623126306598,-111.39014119691925,-111.19947906231887,-111.691153476791,-112.25809207235547,-113.0415204210684,-112.88773272514554,-113.39620357846809,-113.96777727132915,-113.84838412388117,-114.08860260857237,-114.54130740259622,-114.72690477621491,-115.32135987903726,-115.68328452487309,-116.236442977154,-116.64628547701697,-117.39981880795946,-117.8342922486189,-118.02293983265174,-118.469894433165,-118.90550765948508,-120.08279328296963,-120.60364161401309,-121.35770119956119,-122.20522315148419,-123.52227549550544,-124.73252555037108,-125.96394382285938,-127.09336722079793,-129.24996698262353,-130.7609254597837,-134.89922466406512,-138.22523438290918,-148.73298538291186,-239.85865214535986
-98.32788555823228,-99.56058878559504,-101.24867179077751,-102.86649717275321,-102.57174936990722,-102.83467649118022,-103.3139747592983,-103.09278306593487,-102.95931038285137,-103.08171392879574,-102.886727279318,-102.34997725586422,-103.12549795612703,-103.10153037670244,-103.16038418861199,-103.60178411064574,-103.14044784813352,-103.40656256644608,-103.51020739217319,-103.73374353868822,-103.21836927355342,-104.00472789845516,-103.9341530929951,-103.69389279282423,-104.57569490746886,-104.119252528672,-104.37031252493557,-104.99022788439781,-104.67666122608479,-105.15605705089101,-104.8594418019838,-104.81363762756311,-105.57391337575403,-105.30277984220253,-105.2935960882681,-106.07606036369187,-105.86308628766123,-105.40270791552307,-106.5223686226911,-106.88839946679005,-106.512475052287,-106.38738641432808,-106.56729691682398,-107.04857102236315,-106.88243128668502,-107.63408003806356,-107.50711078041375,-107.4980926069729,-107.37671636356588,-108.47195931097255,-108.30313826280437,-108.74969697640157,-108.56940110002294,-109.1398465367598,-108.40712888475677,-109.31369357292799,-109.20674404224435,-109.96067610643738,-109.34374994785341,-109.97200881302639,-110.06767200956067,-110.64927070562052,-110.80675483328352,-110.33530564523534,-111.36527835855682,-111.14328298810987,-111.33049220957595,-111.56478230580446,-111.99262773477254,-112.50323277270724,-112.35005736261785,-112.50665261674735,-113.2622819715117,-113.72570329102518,-113.58432111433,-114.41939761660463,-114.60259691705026,-114.63998516665619,-115.3725074099842,-116.3874907420745,-115.93015716668522,-116.75852761224519,-117.13955483016889,-117.34611203973212,-118.20232385013938,-119.053686947045,-119.53152393992495,-120.3616978799684,-120.68505629001768,-121.83075494572556,-122.5123139768046,-124.02127191420199,-124.27320121916775,-125.50037178984087,-126.81060795787461,-128.8500958526421,-131.37559362104653,-133.82779719589723,-138.88436618499873,-148.97997782454493,-239.75336343553533
-97.76371004010015,-99.17502549883048,-100.58762567214082,-102.96164144824836,-102.43500013309603,-102.94743998404269,-103.38620435278337,-102.51287919538055,-103.209748375244,-103.69722735674189,-103.0497753115512,-103.10157786359689,-103.3730802860709,-103.18100621595029,-103.39402160608576,-103.00307109035555,-103.61127685606003,-103.32503186373673,-103.31782176259186,-103.45500747193125,-103.73235955415728,-103.5831666424705,-104.42418318214638,-104.73796203677622,-104.37608996926343,-104.52750966231764,-104.3047963282434,-104.77209861180636,-104.71789719469432,-104.98012811705365,-104.87812102912044,-105.66388100497655,-105.14050493331091,-105.8764241873414,-105.72261990240197,-105.76301801087438,-106.14180141354811,-106.46078736489076,-106.4190674504111,-106.64202538343966,-106.85095565939575,-106.69226289985023,-106.7464685467037,-107.49749110077781,-107.49507577583644,-107.19432353519916,-107.76856426472914,-108.0981105455741,-107.83695917986368,-107.85375426136505,-108.24029133350396,-108.31770994565056,-108.67064545031815,-108.91529674363781,-108.50213966434443,-108.53867768742322,-109.56518732575924,-109.32458223162864,-109.90051255080488,-109.97110645367584,-110.11774255594737,-110.52045783205595,-110.25505838706569,-110.71551568704483,-110.88510079437441,-111.34622580046877,-111.42691292388658,-111.8792598921509,-111.83262680339922,-112.12674897871798,-112.25314595729792,-112.8609234972258,-113.05486968357074,-113.47099470753083,-114.11655838838877,-114.40649523899363,-115.15178598450188,-115.2407997911583,-115.72571851666095,-116.35239834323521,-116.33539291752325,-117.05653790063046,-117.35101695734684,-118.3660513462798,-118.71579092318723,-118.82910579509965,-119.58757273426244,-119.80686804918155,-121.1303934404581,-120.9409730874247,-122.98289451148493,-123.32779515418142,-125.11788781977512,-125.69032569103432,-127.62990505674712,-129.10111615613548,-131.87753997894512,-134.73844379099702,-139.0022215326602,-149.29300951330924,-239.4028625296953
-97.55861200881287,-99.40704850563503,-100.6730865921016,-102.0892879160144,-103.06726260558872,-102.55769735925779,-102.6114424557288,-102.66670003552372,-102.35651034174028,-102.80957907294129,-103.73698430818989,-103.10373839119283,-103.50996279091896,-103.01968861410784,-103.36463195392588,-104.05207054639236,-103.389933836976,-103.78176433819493,-103.92930292098735,-103.83282651147665,-104.16591787085414,-104.55370419076812,-104.18090332269705,-104.67567009379799,-104.21283687187425,-104.18221679970947,-104.87593935967138,-105.22556770925507,-104.91296615172148,-105.1224738166518,-105.03984179532233,-105.43147344322507,-105.15765103220751,-105.44391429203752,-104.71443171788823,-106.06172561983999,-105.55969623826785,-106.37477302251574,-105.77723289591553,-106.2174051827279,-106.55978917858398,-106.3534759683747,-106.78384791698342,-107.23553188944229,-106.9556183518866,-106.97244786808753,-107.58329554544258,-107.96454558097659,-107.87487095987626,-107.85767276395097,-107.67204988282066,-108.21077374588255,-108.41532139312726,-108.95892888023005,-108.73861320407356,-109.32344750085937,-109.37822935491312,-109.83551494317103,-109.41120273997109,-110.37147021104722,-110.37063714922137,-110.22190176497881,-110.34084122810563,-110.87835862055789,-111.25941128310772,-111.61178312907603,-111.25631600932677,-111.85138037910318,-112.50245420632095,-112.62495443613443,-112.64704998872848,-113.19062518226968,-113.37714565990355,-113.75218502941121,-114.06433026506934,-114.29506040415434,-114.20028380584385,-114.88067674314794,-115.58575491265589,-115.39565228235463,-115.90031927372308,-116.83201378134795,-117.09911694048743,-117.6437029759078,-117.59829158992672,-119.20732323353093,-119.20726135204302,-120.04811251843304,-121.3186372641465,-121.71190444538489,-121.82733601843626,-123.28773390130165,-124.6215041415834,-126.12293024284135,-127.52639739255507,-129.16008250320866,-131.08653502008886,-133.5875634185986,-138.6859809671836,-148.92376415596203,-239.868248126966
-97.6192372677493,-99.4752258832374,-101.0970331278975,-102.27117823561389,-102.48415539262518,-102.44866933954337,-102.88001281657192,-102.31616485944338,-102.26398113492748,-102.7611158776919,-103.07859042841507,-103.56273548239047,-103.25004568284187,-103.18094350789694,-103.0157419636731,-103.72386976545128,-103.37718366782926,-104.19220440507245,-103.40711866912352,-103.42429633675506,-104.10921947033806,-104.39845964237222,-104.76551120077339,-104.74835618995473,-104.44818090166352,-105.13362173780772,-104.94412773032147,-104.94979108023631,-105.1317385349778,-105.40073623559515,-105.31607512936952,-105.5533357156658,-105.73216717596746,-105.83111949816231,-105.89690863640679,-106.41062183108582,-106.02686655644727,-106.63534245339754,-105.85759991886293,-106.52602981246481,-107.02300549952875,-106.48705786379855,-106.88348018915501,-107.4125738620433,-107.7146626647027,-107.47438647049383,-107.39827348609657,-107.56143150281274,-108.01985771611027,-107.74904389374197,-108.80879943567018,-108.67908233378499,-108.85910800982671,-108.6926524528034,-108.39877132069414,-109.18583967870906,-109.42908035054612,-109.82666200357238,-109.5205763362258,-109.43715688536183,-110.0300720953824,-110.04560881768298,-110.80900352120203,-110.80716546949057,-110.46020803672975,-111.67827192927973,-111.5284954475834,-111.7783538854016,-112.1166609831666,-112.57010382975919,-112.27183131883916,-113.21571658921748,-112.86795055013339,-113.1701543041425,-113.28342344989733,-114.21443870773605,-114.3890602684195,-115.02784953640762,-115.77638021035759,-115.61014539502442,-115.80857787592048,-116.74069517425579,-117.59782939915227,-117.61319584919208,-118.76196319031085,-118.48832142591534,-118.92179133094444,-120.06966136502169,-121.0555885893543,-121.39900775533756,-122.15317855762258,-123.47597179189165,-124.69562990255679,-125.47234269933959,-127.50289464391794,-130.05422888270874,-131.6790865724637,-134.5774638512492,-139.1016712145242,-149.49019801806352,-240.014114180993
-97.505611600739,-99.60802717517542,-101.18249756161008,-102.38707088768511,-101.94509788076955,-102.48390797728274,-102.61280323880841,-102.7059402632076,-102.94881786767148,-103.22135191020898,-102.90876394084486,-102.62406881095099,-103.06010646126441,-103.91647939232266,-103.83011837229353,-103.70757758719375,-103.5799275754644,-104.04772416587981,-103.57339743440743,-104.32254332230869,-104.13769241524133,-104.07274213300994,-104.23349064193776,-104.43778108691531,-103.79041967646634,-104.71670913624118,-104.61808137228432,-104.74567153808572,-105.12909520523907,-104.80955360329504,-105.24327067342881,-105.32690420728673,-105.1435501024793,-105.51998556464847,-105.6533651139408,-105.46104094755624,-105.51779608259322,-106.02316476812543,-105.87931996275994,-106.41689562509511,-106.18410353819766,-106.0613921569772,-106.23610004919982,-106.80613780701023,-106.82655046389907,-107.22679912673706,-106.9849631838073,-107.57721187309814,-107.95981110803565,-107.67127063079901,-108.05568753825942,-107.66316382914405,-108.45978203592635,-108.49903376014711,-108.81672130132009,-109.09908203611583,-109.32613255158392,-109.35907832179893,-109.38855185663232,-109.92281385566544,-110.62516981047196,-110.10065710834168,-110.50088216900049,-110.99143783490644,-111.07227688394603,-111.11576397060725,-111.5775301074326,-111.55334998836511,-112.19041350307262,-111.94118544951155,-112.58664512991395,-112.89627167301309,-113.04068150228832,-113.70244864344188,-114.17558154833581,-114.56191831050293,-114.5328767503042,-115.06817058214847,-115.52046811790919,-115.62432453724854,-116.61256315246668,-116.04052233172173,-116.92087779709082,-118.22352053055393,-118.19520952689389,-118.69576847582957,-119.3592067881737,-120.38109908863244,-120.9532889469238,-121.56478674799166,-123.17365001267166,-123.7015643275132,-124.31890824559112,-125.76483189263702,-127.40114322577355,-129.5268715569454,-131.25995893218786,-134.34201150694682,-139.06978402797978,-148.74006262958756,-239.90040814125308
-97.39093332915257,-99.22967075705184,-101.06470113283076,-101.80691010739525,-102.32607557300724,-102.79745981075504,-102.19783608382231,-102.39830631603954,-102.7394536962032,-103.01071805677832,-102.99790515266834,-103.52234494101924,-103.05088912191971,-103.46797498771801,-103.18934046190891,-104.12656120487678,-103.57223137731565,-104.44674158847546,-104.02771275073928,-104.09260382362253,-103.95349874854718,-104.03230824893694,-104.45827677441712,-104.27680151295745,-104.7116560186738,-104.79235296951929,-104.5832077320844,-104.78415261977574,-105.02081994173716,-104.65420327318174,-105.08509276209796,-105.32007884182332,-105.54133589617231,-105.52265919679886,-105.55410116700851,-105.89907617722706,-105.60667003403717,-106.14601268065373,-106.19383050589842,-106.16975554323686,-106.30976891179473,-106.42677177687202,-106.7506643728034,-107.3890184439659,-106.75915076553017,-107.40879706318889,-107.7910773995471,-108.17258490152514,-107.92313755445137,-107.84448641750285,-108.07904121526069,-108.37865078004587,-108.44487986855589,-108.84489014300696,-108.950520055515,-108.87769032524432,-109.31660440977235,-109.55613770974689,-109.93458265161944,-110.30160404375691,-110.68908361794965,-109.83736183076562,-110.21982542547065,-111.00942131633988,-110.9991689051061,-110.71054733873724,-111.40453214893994,-111.8505577785048,-111.82854476571922,-112.25966300550827,-112.2299956445239,-112.81333922277027,-112.80721769306783,-113.69031615147087,-113.7989692793266,-113.77669916847077,-114.55728179562968,-114.63764684882558,-115.27113493971441,-115.62777804164485,-116.01990280618324,-116.60972231997698,-117.6841015300968,-117.81433696427828,-118.16529529552562,-119.02606404506986,-119.63489499765056,-119.9751288911345,-120.84224843159478,-121.58927000751137,-122.33073256379757,-123.57276786160466,-124.79633182869577,-126.59020577639178,-127.03202087623762,-128.92780476918279,-131.16704343085593,-134.23270068754394,-138.71545083594233,-149.53006352155595,-239.54476960233225
-97.50379760383292,-98.898390154794,-100.58388195740122,-102.34252584093412,-102.39106908979844,-102.98108005951909,-102.57542050739204,-102.2121391830162,-102.67640961623317,-103.25566289196028,-103.21500250888545,-102.64594559589878,-103.10032834920615,-103.06957218025636,-103.0250423608232,-103.55466632383258,-103.4330885011244,-103.72986518202605,-103.36136997101549,-103.70890843394521,-103.54685841596034,-103.62396689480549,-104.08749195294449,-104.33792883831103,-104.91823688915585,-104.16202002754493,-104.45415193615464,-104.84914933772235,-104.72387609899606,-104.78513464971884,-104.89991506345515,-105.67589678830198,-104.95827378854791,-105.55945173573703,-105.74595714415261,-105.87420942001184,-106.43971975752687,-105.70513298160982,-106.24478486374942,-106.33813471204336,-106.47507675775877,-106.7793422896054,-106.93384411105876,-106.73306751452623,-107.28140922398543,-107.28518697625651,-108.04834389506188,-107.90598651038002,-107.86172375237359,-108.38135920195437,-108.11342248613079,-108.46260933162733,-108.13486348238405,-108.97245662511321,-109.23220085593978,-109.13613175798973,-109.52672007864108,-109.73566788143776,-109.9993902472385,-110.06227238520908,-110.67190551620288,-110.68086368358586,-111.01091893718194,-111.15007313057492,-111.21602430556048,-111.56911327158973,-111.37449940156557,-111.85109107512166,-112.31641543728229,-112.00440367178147,-112.24922482734058,-113.3805288816272,-113.44020797150581,-113.82159686706312,-114.09736603078423,-114.59835638478536,-114.52807699219096,-115.0434581884376,-115.89387028806259,-115.91206520349104,-115.57672631684034,-116.7407910023938,-117.37982562507263,-117.4473831793312,-118.30491402031711,-118.93888017901723,-119.21326862024979,-119.99576805600024,-120.47413297426583,-121.12253675064385,-122.9307805298502,-123.40237103178067,-124.63747631289563,-125.8858584978754,-126.94809571163842,-128.7091410937837,-131.73678971603618,-134.24925756004,-139.20830355124158,-149.1603545334848,-239.56287096055024
-97.81511110242076,-99.51503474088678,-100.7768813890559,-101.7633505541221,-102.55985550299468,-103.1569755596817,-102.99900966027646,-102.37595900362575,-102.80262500531944,-102.99877491163699,-103.23921592734364,-103.23620209891477,-102.8596896603238,-102.79426611855251,-103.55471270145185,-103.75600966321596,-103.48490993445073,-103.86785033637145,-103.59929540608782,-103.86624237020976,-103.74682462250878,-103.57176775493683,-103.56201082177736,-105.18178222504804,-104.68113750631038,-104.20050988248055,-104.63387407970187,-105.321552939633,-105.2526054085586,-105.18358023262013,-105.50337622227568,-105.69464406987518,-105.45067692156354,-105.64311767260341,-105.72024735739873,-105.54727814398338,-106.18909274148653,-106.36649858217582,-106.16966363798832,-106.46326914130253,-106.38004656171766,-106.71233062738837,-106.66872432222068,-107.49056498518097,-106.56342581839536,-107.55536944630735,-107.44896132205707,-107.6687024946948,-107.61105901272676,-107.95934095858952,-108.08175146467906,-108.04944236112223,-108.24992908657838,-108.75889945212654,-109.20287458922321,-108.39197246619192,-109.02791613944234,-109.36599002046974,-109.3925891200497,-110.23150192789825,-110.27676958382943,-110.56202682422281,-110.84743786355409,-111.10744878360741,-111.06498764499939,-111.20463918512716,-111.45645272998033,-111.99731316858428,-112.80526999420023,-112.56741845946975,-112.69979862645934,-113.18712841645605,-113.5743052606496,-113.32173410720735,-114.36735505680457,-113.81254422424855,-114.9276888562176,-114.97735445263912,-115.14110017784553,-116.19446336546108,-116.09819520550867,-116.71799882867701,-117.00863222400885,-117.61700078558391,-118.28566604504496,-118.61591620870588,-119.3502405865273,-119.57391673883241,-120.16798715828881,-121.36528825753471,-122.49875422816037,-123.82430261902658,-124.1870802469135,-125.41034547248461,-127.76136730143556,-128.52099264106738,-131.60471226563573,-133.69949224694528,-138.50177593787737,-148.9454571012176,-239.89429670911733
-126.29387639385605,-127.90822984351472,-130.43468934157292,-132.40784992706025,-132.25383980468285,-131.463616184835,-131.97254525232523,-132.1438871667494,-132.60652402078645,-131.68905791358415,-132.27096876973008,-133.08376455274592,-132.4508678824546,-133.17261188364762,-133.62391718954368,-132.51748738957215,-133.42226608318356,-133.29330709778506,-133.72264295848908,-132.7538847085873,-133.2034459575714,-133.78501308223287,-134.08090481984974,-133.99307343064754,-134.08499942849915,-134.27565263957234,-134.4363331649172,-134.4335302797513,-135.16458436297643,-134.3754234248498,-134.1972449456968,-134.77321317351223,-135.19693438127274,-135.16570602467442,-135.41923751411179,-135.60382317174623,-135.61666277402998,-135.70408703149172,-135.55309856688444,-135.91351341777033,-136.2406524836766,-136.41952154383307,-136.67800480110088,-136.8177543459682,-136.76476068272842,-137.302213632317,-136.26952469289932,-137.12252133563837,-137.29774876876652,-137.37790223299564,-138.13981611041598,-137.98370294664812,-138.15899898832978,-138.0888994755232,-138.32510415302494,-139.01728000359424,-138.6660270532486,-139.57928158726907,-139.20178636003791,-139.77697503351945,-140.04401601174067,-140.59316345605873,-140.2731655343777,-140.863575298508,-140.83867800765236,-141.82730565544105,-140.6454654095088,-141.15058910254606,-141.94809579213037,-142.29273768469642,-142.25424429091362,-142.5806106379826,-142.87013052338966,-143.83616801180312,-143.1550721378396,-143.9909604360124,-144.64441906182137,-144.26958741363822,-144.32987299214392,-145.0659607979196,-145.22834226445633,-146.24489715134467,-146.94038341536037,-147.66045970995236,-148.30697888261673,-149.0047442984632,-148.68395274177402,-149.66766822750603,-150.06042354234114,-151.08579603545198,-151.63530103757236,-153.42329291451708,-154.4355226563287,-154.81946284620108,-157.13931813039153,-158.13975577826747,-160.14277854553805,-163.57916748109835,-168.85677474257076,-178.82503220121845,-239.93328873519178
